51, 00000000
3, 00000000
64, 0060EB08
20, 00000000
67, 00000000
50, 00000000
2, 00000000
14, 00000000
64, 0060E16C
47, 00000000
24, 00000000
28, 00000000
64, 006101B0
58, 00000000
64, 0060E4AC
59, 00000000
8, 00000000
64, 00610DE4
56, 00000000
64, 006119B4
58, 00000000
64, 0060E16C
36, 00000000
24, 00000000
35, 00000000
64, 00611788
59, 00000000
51, 00000000
9, 00000000
51, 00000000
67, 00000000
50, 00000000
64, 0060EFF0
58, 00000000
64, 00611788
49, 00000000
64, 0060E16C
59, 00000000
51, 00000000
67, 00000000
50, 00000000
2, 00000000
64, 006101B0
58, 00000000
64, 00611788
49, 00000000
64, 0060E16C
59, 00000000
51, 00000000
64, 0060E200
62, 00000000
64, 00610DE4
56, 00000000
64, 0060EF9C
58, 00000000
64, 00611788
59, 00000000
51, 00000000
14, 00000000
64, 0060E200
44, 00000000
36, 00000000
65, 00000000
28, 00000000
2, 00000000
64, 00610DE4
56, 00000000
64, 00611FA4
58, 00000000
64, 0060E200
59, 00000000
51, 00000000
64, 006101B0
58, 00000000
64, 0060E4AC
49, 00000000
64, 00610DE4
56, 00000000
64, 00610BA8
60, 00000000
64, 00610DE4
56, 00000000
64, 00610BA8
60, 00000000
64, 0060E200
61, 00000000
56, 00000000
64, 00612030
61, 00000000
56, 00000000
64, 00610418
35, 00000000
65, 00000000
59, 00000000
51, 00000000
64, 00610DE4
56, 00000000
64, 00611C20
51, 00000000
9, 00000000
51, 00000000
9, 00000000
51, 00000000
67, 00000000
50, 00000000
2, 00000000
64, 0060E200
62, 00000000
64, 00610DE4
56, 00000000
64, 0060E98C
58, 00000000
64, 0060E16C
59, 00000000
51, 00000000
14, 00000000
64, 0060E200
43, 00000000
36, 00000000
65, 00000000
28, 00000000
64, 0060F9C4
58, 00000000
36, 00000000
65, 00000000
59, 00000000
51, 00000000
8, 00000000
64, 0060F9C4
58, 00000000
64, 00610DE4
56, 00000000
64, 00610BA8
60, 00000000
64, 0060E200
61, 00000000
56, 00000000
64, 0060E508
36, 00000000
64, 00611788
35, 00000000
24, 00000000
59, 00000000
51, 00000000
9, 00000000
51, 00000000
9, 00000000
51, 00000000
9, 00000000
51, 00000000
64, 0060F9C4
58, 00000000
64, 0060E4AC
59, 00000000
51, 00000000
64, 0060EF48
58, 00000000
64, 00610754
59, 00000000
51, 00000000
64, 0060EF48
58, 00000000
64, 00610618
59, 00000000
51, 00000000
9, 00000000
51, 00000000
2, 00000000
64, 00610CAC
51, 00000000
9, 00000000
56, 00000000
64, 006113DC
