0,69,1
4,71,5
10,72,11
11,70,13
12,71,14
12,73,15
13,76,16
13,77,17
13,84,18
17,72,25
19,80,27
19,81,28
19,82,29
19,83,30
19,84,31
19,85,32
22,74,38
22,75,39
23,71,43
25,84,44
33,86,48
33,88,49
33,89,50
33,90,51
33,91,52
33,95,53
34,86,61
34,88,49
34,89,50
34,90,51
34,91,52
34,95,53
36,78,64
37,78,66
46,82,69
46,83,30
46,84,31
46,85,32
47,86,70
47,88,49
47,89,50
47,90,51
47,91,52
47,95,53
49,92,72
49,93,73
50,94,82
52,89,85
52,90,51
52,95,53
54,90,86
54,95,53
59,86,87
59,88,49
59,89,50
59,90,51
59,91,52
59,95,53
62,86,90
62,87,91
62,88,49
62,89,50
62,90,51
62,91,52
62,95,53
63,86,92
63,88,49
63,89,50
63,90,51
63,91,52
63,95,53
65,71,94
65,79,95
68,74,98
68,75,39
71,82,100
71,83,30
71,84,31
71,85,32
72,88,101
72,89,50
72,90,51
72,91,52
72,95,53
73,89,102
73,90,51
73,95,53
82,90,103
82,95,53
85,94,82
88,86,90
88,87,105
88,88,49
88,89,50
88,90,51
88,91,52
88,95,53
89,82,106
89,83,30
89,84,31
89,85,32
93,75,110
101,93,73
102,94,82
107,86,117
107,88,49
107,89,50
107,90,51
107,91,52
107,95,53
111,74,119
111,75,39
112,71,120
115,82,122
115,83,30
115,84,31
115,85,32
123,74,125
123,75,39
126,75,127
