0,24,2
1,68,1023
2,66,3
3,60,4
4,66,6
5,51,7
5,61,8
6,51,-2
6,52,-2
6,61,-2
7,66,9
8,53,10
9,51,-3
9,52,-3
9,61,-3
10,2,-5
10,12,-5
10,23,-5
10,32,12
11,2,-13
11,12,-13
11,23,-13
12,66,6
13,2,19
13,12,20
13,23,21
14,51,7
14,52,22
15,53,23
16,53,24
17,2,-5
17,32,12
18,58,26
19,2,19
19,9,-23
19,14,33
19,33,34
19,66,35
20,66,36
21,66,37
22,1,40
22,35,41
22,36,42
23,2,-4
23,12,-4
23,23,-4
23,66,6
24,2,-12
24,12,-12
24,23,-12
25,2,19
26,68,-1
27,9,45
28,9,-22
28,53,46
29,9,-24
29,53,-24
30,8,-27
30,9,-27
30,53,-27
31,8,-28
31,9,-28
31,53,-28
32,64,47
33,19,54
33,35,55
33,36,56
33,37,57
33,38,58
33,60,59
33,66,60
34,19,54
34,35,55
34,36,56
34,37,57
34,38,58
34,60,59
34,66,60
35,8,-33
35,9,-33
35,53,-33
35,60,62
35,62,63
35,64,-31
36,52,-18
36,60,65
37,53,-18
37,60,65
38,53,-7
39,53,-8
39,61,-8
40,62,67
41,53,-10
41,61,-10
42,53,-11
42,61,-11
43,51,7
43,52,68
44,53,-14
45,8,-21
45,9,-21
45,53,-21
45,58,-21
46,2,19
46,14,33
46,33,34
46,66,35
47,19,54
47,35,55
47,36,56
47,37,57
47,38,58
47,60,59
47,66,60
48,28,71
49,6,-37
49,8,-37
49,9,-37
49,28,-37
49,37,74
49,38,75
49,45,76
49,46,77
49,47,78
49,48,79
49,49,80
49,50,81
49,51,-37
49,53,-37
49,61,-37
49,63,-37
50,5,83
50,6,-39
50,8,-39
50,9,-39
50,28,-39
50,37,-39
50,38,-39
50,39,84
50,45,-39
50,46,-39
50,47,-39
50,48,-39
50,49,-39
50,50,-39
50,51,-39
50,53,-39
50,61,-39
50,63,-39
51,5,-42
51,6,-42
51,8,-42
51,9,-42
51,28,-42
51,37,-42
51,38,-42
51,39,-42
51,45,-42
51,46,-42
51,47,-42
51,48,-42
51,49,-42
51,50,-42
51,51,-42
51,53,-42
51,61,-42
51,63,-42
52,19,54
52,35,55
52,36,56
52,60,59
52,66,60
53,5,-46
53,6,-46
53,8,-46
53,9,-46
53,28,-46
53,37,-46
53,38,-46
53,39,-46
53,45,-46
53,46,-46
53,47,-46
53,48,-46
53,49,-46
53,50,-46
53,51,-46
53,53,-46
53,61,-46
53,63,-46
54,19,54
54,35,55
54,36,56
54,60,59
54,66,60
57,19,-49
57,35,-49
57,36,-49
57,60,-49
57,66,-49
58,19,-50
58,35,-50
58,36,-50
58,60,-50
58,66,-50
59,19,54
59,35,55
59,36,56
59,37,57
59,38,58
59,60,59
59,66,60
60,5,-44
60,6,-44
60,8,-44
60,9,-44
60,28,-44
60,37,-44
60,38,-44
60,39,-44
60,45,-44
60,46,-44
60,47,-44
60,48,-44
60,49,-44
60,50,-44
60,51,-44
60,53,-44
60,60,88
60,61,-44
60,63,-44
61,6,89
62,19,54
62,35,55
62,36,56
62,37,57
62,38,58
62,60,59
62,66,60
63,19,54
63,35,55
63,36,56
63,37,57
63,38,58
63,60,59
63,66,60
64,52,93
65,66,6
66,53,96
67,35,97
68,1,40
68,35,41
68,36,42
69,53,99
70,8,-26
70,9,-26
70,53,-26
71,2,19
71,14,33
71,33,34
71,66,35
72,19,54
72,35,55
72,36,56
72,37,57
72,38,58
72,60,59
72,66,60
73,19,54
73,35,55
73,36,56
73,60,59
73,66,60
74,19,-51
74,35,-51
74,36,-51
74,60,-51
74,66,-51
75,19,-52
75,35,-52
75,36,-52
75,60,-52
75,66,-52
76,19,-55
76,35,-55
76,36,-55
76,37,-55
76,38,-55
76,60,-55
76,66,-55
77,19,-56
77,35,-56
77,36,-56
77,37,-56
77,38,-56
77,60,-56
77,66,-56
78,19,-57
78,35,-57
78,36,-57
78,37,-57
78,38,-57
78,60,-57
78,66,-57
79,19,-58
79,35,-58
79,36,-58
79,37,-58
79,38,-58
79,60,-58
79,66,-58
80,19,-59
80,35,-59
80,36,-59
80,37,-59
80,38,-59
80,60,-59
80,66,-59
81,19,-60
81,35,-60
81,36,-60
81,37,-60
81,38,-60
81,60,-60
81,66,-60
82,19,54
